Movie Name,Storyline,Rating,Voting Count,Image URL,Duration,Year,Cleaned_Storyline
Mr. Manhattan,Mason Bradley's life turns upside-down when he unexpectedly becomes the sole guardian of his late brother's kids after prioritizing his law career and ending his engagement.,6.8, (538,"https://m.media-amazon.com/images/M/MV5BNDViOGMwM2QtY2JmNC00MTliLWJjZTgtOGQ4ZGFmYmI4N2U2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 50m,2024.0,Mason bradleys life turns upsidedown when he unexpectedly becomes the sole guardian of his late brothers kids after prioritizing his law career and ending his engagement
Janaka Aithe Ganaka,"A young married man rejects parenthood, calculating costs for a child's upbringing. He determines his income insufficient for education, quality of life, and other expenses, leading to his decision against having children at that time.",7.5, (2.7K,"https://m.media-amazon.com/images/M/MV5BYWJlNThjZTYtYjllZi00ZDNjLThlYzctNzYxZDdlMWFlNWFjXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 18m,2024.0,A young married man rejects parenthood calculating costs for a childs upbringing he determines his income insufficient for education quality of life and other expenses leading to his decision against having children at that time
The Boy with Pink Trousers,"The story of Andrea Spezzacatena, who, in 2012, decided to take his own life because of the continuous bullying of some classmates.",6.7, (1.3K,"https://m.media-amazon.com/images/M/MV5BZjQ3ZDRkZmYtYTc4Yi00NTc0LWFiYzQtMjczZjY3ZTU3MGIxXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 54m,2024.0,The story of andrea spezzacatena who in  decided to take his own life because of the continuous bullying of some classmates
100 litraa sahtia,"Two middle-aged sisters in a Finnish village promise to brew beer for a wedding but drink their entire batch. In a hilarious race against time, they struggle with hangovers while trying to make more beer and save their reputations.",6.4, (1.3K,"https://m.media-amazon.com/images/M/MV5BNTE5ZWQxMzctMjEwYy00OTcyLTkyYWEtOWM2MTQxZmMwOWVmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 28m,2024.0,Two middleaged sisters in a finnish village promise to brew beer for a wedding but drink their entire batch in a hilarious race against time they struggle with hangovers while trying to make more beer and save their reputations
Viva La Vida,"A young woman who needs a kidney transplant wants to marry someone who will be able to donate a kidney, and meets a young man who has a brain disease.",7.6, (1.1K,"https://m.media-amazon.com/images/M/MV5BYmJiOGY3Y2UtOGQwYy00ZDBmLThhNGYtNTI1NDdhZTMyMDYwXkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg",2h 10m,2024.0,A young woman who needs a kidney transplant wants to marry someone who will be able to donate a kidney and meets a young man who has a brain disease
31st Movie,"After being raped by her boyfriend on New Year's Eve, Kinjal faces police indifference and takes her life. Her sister fights a legal battle for justice. Will she succeed?",8.4, (43,"https://m.media-amazon.com/images/M/MV5BY2MyOWNjNmQtYjBkMy00MGIxLThiNTEtMDA0NDQ5MjIxMGRkXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",2h 25m,2024.0,After being raped by her boyfriend on new years eve kinjal faces police indifference and takes her life her sister fights a legal battle for justice will she succeed
Street Trash,A group of homeless misfits must fight for survival when they discover a plot to exterminate every homeless person in the city.,4.5, (1.2K,"https://m.media-amazon.com/images/M/MV5BODI5NzRkZDctYzA3ZC00OWM0LWE0NGMtZTE0MzgxZjJlZjQ2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 25m,2024.0,A group of homeless misfits must fight for survival when they discover a plot to exterminate every homeless person in the city
Gundi: Legend of Love,"Explore Georgi Asparuhov's rise from Sofia's outskirts to a football legend and his profound love for his wife Lita, set against 1960s Bulgaria's turmoil.",8.9, (5.9K,"https://m.media-amazon.com/images/M/MV5BYjAyZWVhOTgtMThmMS00Y2Y4LThkZjMtYjkwZjJmYTYwNzQxXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 46m,2024.0,Explore georgi asparuhovs rise from sofias outskirts to a football legend and his profound love for his wife lita set against s bulgarias turmoil
Water Brother,"'Water Brother' is a feature documentary that follows the life of Sid Abbruzzi, an East Coast legend and culture icon.",9.6, (43,"https://m.media-amazon.com/images/M/MV5BMTI2OGQwZWMtYWU1Mi00MDBjLWE2MzgtNjljZWJkZDM0ODMxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 28m,2024.0,Water brother is a feature documentary that follows the life of sid abbruzzi an east coast legend and culture icon
Rats!,"In Fresno, Texas, graffiti artist Raphael's arrest leads to his involvement in a chain of events involving a sting operation, suicide, drug deals, criminal suspicions, weapons, a newswoman, and a plutonium deal gone wrong, creating chaos.",6.4, (376,"https://m.media-amazon.com/images/M/MV5BYzNlYjZmYzAtMWE5OC00ZDE4LWIxNDQtMWEyZGJkZjRkMzFhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 25m,2024.0,In fresno texas graffiti artist raphaels arrest leads to his involvement in a chain of events involving a sting operation suicide drug deals criminal suspicions weapons a newswoman and a plutonium deal gone wrong creating chaos
Unsinkable,Award-winning film about the political intrigue and drama during the inquiry and investigation into the sinking of Titanic.,5.5, (275,"https://m.media-amazon.com/images/M/MV5BZmZlMWJkNWQtMGM2Ni00MGRmLWI3YWYtNmEyZjdjNDUyNWZhXkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",1h 40m,2024.0,Awardwinning film about the political intrigue and drama during the inquiry and investigation into the sinking of titanic
American Dream: The 21 Savage Story,Follows 21 Savage's journey from UK birth to US upbringing where he conquers adversity like poverty and crime to attain success in rap music.,8.0, (33,"https://m.media-amazon.com/images/M/MV5BYTdhZThlYmYtZTQ5NS00NDM0LTgwYjQtODE1YzY0YWQwMDlmXkEyXkFqcGc@._V1_QL75_UY133_CR73,0,90,133_.jpg",,2024.0,Follows  savages journey from uk birth to us upbringing where he conquers adversity like poverty and crime to attain success in rap music
Bitter Gold,"Pacífico's injury thrusts his daughter Carola into leading his mining crew, navigating greed, misogyny, and threats while trying to secure their future.",7.0, (142,"https://m.media-amazon.com/images/M/MV5BZTNiOTA4M2ItMWZlOS00MjY5LThiODQtODdlN2NhNzM0YzM3XkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg",1h 23m,2024.0,Pacficos injury thrusts his daughter carola into leading his mining crew navigating greed misogyny and threats while trying to secure their future
Good Grief,"After her mother suddenly dies, a pushover painter must battle through the opinions and expectations of family, ""friends,"" and a toxic boyfriend to plan her funeral.",,,"https://m.media-amazon.com/images/M/MV5BMmRmYTA3MjQtYTBiZC00YTkxLWFlNmMtZWNmNmZlYWQxYmE4XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",,2024.0,After her mother suddenly dies a pushover painter must battle through the opinions and expectations of family friends and a toxic boyfriend to plan her funeral
"Hello, Love, Again","After fighting for their love to conquer the time, distance and a global shutdown that kept them apart, Joy and Ethan meet again in Canada but realize that they have also changed a lot, individually.",6.7, (1K,"https://m.media-amazon.com/images/M/MV5BZTdkM2Q3OWItY2QzZC00MzEwLTgzMmUtMjVhYmEyNDA1ZTMxXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",2h 2m,2024.0,After fighting for their love to conquer the time distance and a global shutdown that kept them apart joy and ethan meet again in canada but realize that they have also changed a lot individually
The Ghost Trap,A young lobsterman is forced to choose between right and wrong when his girlfriend suffers a traumatic head injury and a rival lobstering family sabotages his gear.,5.2, (220,"https://m.media-amazon.com/images/M/MV5BZGFkYThhZjUtOGQwMS00YWE0LWFlODItNDQ3MjRhMGFjNWY0XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 46m,2024.0,A young lobsterman is forced to choose between right and wrong when his girlfriend suffers a traumatic head injury and a rival lobstering family sabotages his gear
Linda,"Self-assured Linda begins working for a wealthy Buenos Aires family. Her charm ignites sexual tension, exposing the fragility beneath their happy facade.",4.9, (482,"https://m.media-amazon.com/images/M/MV5BNjkzZDIzNmMtY2JhNC00OGI0LTg3YzEtNzRkZTc1MjlkYjY3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 40m,2024.0,Selfassured linda begins working for a wealthy buenos aires family her charm ignites sexual tension exposing the fragility beneath their happy facade
Wisdom of Happiness,"Dalai Lama, talks directly to camera about inner peace, happiness, and potential for peaceful, happy 21st century.",7.1, (401,"https://m.media-amazon.com/images/M/MV5BOTVjZWI2MWItYTk5NC00YzFkLWI2OTYtNmZjMmIzYTk1MTMyXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 30m,2024.0,Dalai lama talks directly to camera about inner peace happiness and potential for peaceful happy st century
Nefarious,"A fast moving, funny and ultimately tragic European road movie about two hedonistic outlaws and their quest to open up a coffeeshop in Amsterdam.",7.2, (66,"https://m.media-amazon.com/images/M/MV5BMTE5M2M2NDQtMTZlMS00NjNiLWEzYjQtYzljNzI3ZmVlZTc3XkEyXkFqcGc@._V1_QL75_UY133_CR7,0,90,133_.jpg",1h 25m,2024.0,A fast moving funny and ultimately tragic european road movie about two hedonistic outlaws and their quest to open up a coffeeshop in amsterdam
Her Story,"Wang Tiemei, a single mother, loses her job and moves, befriending neighbor Xiaoye who appears cheerful but is depressed. Their bond grows as Tiemei navigates relationships with her ex-husband causing trouble.",7.5, (2.4K,"https://m.media-amazon.com/images/M/MV5BOTVkOWU1NWUtZjYxMy00YmFmLTliYjQtZDFjZmZkZmE3YWVjXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",2h 3m,2024.0,Wang tiemei a single mother loses her job and moves befriending neighbor xiaoye who appears cheerful but is depressed their bond grows as tiemei navigates relationships with her exhusband causing trouble
Viduthalai Part 2,"An unassuming school teacher faces extreme circumstances, forcing him to take up arms and lead a fiery rebellion against oppression, becoming an unlikely leader.",7.6, (18K,"https://m.media-amazon.com/images/M/MV5BM2ZjNTZjNWYtMDk2MC00YWFhLTg5MGEtMDM3OGIyMWI3YTA0XkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg",2h 50m,2024.0,An unassuming school teacher faces extreme circumstances forcing him to take up arms and lead a fiery rebellion against oppression becoming an unlikely leader
Heaven is Beneath Mother's Feet,"Adil, mentally 8-year-old, lives with elderly mother Raikhan. Believing pilgrimage to Mecca on foot ensures Raikhan's heaven entry, Adil travels across Kazakh steppe facing obstacles. Mother-son journey's hardships depicted.",7.5, (436,"https://m.media-amazon.com/images/M/MV5BYTgyN2RiZTAtMGZjYy00OGIzLTk3YjAtZWI1YzExMTZkMzU0XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",2h 20m,2024.0,Adil mentally yearold lives with elderly mother raikhan believing pilgrimage to mecca on foot ensures raikhans heaven entry adil travels across kazakh steppe facing obstacles motherson journeys hardships depicted
If You See Something,"In the throes of a new love, an Iraqi immigrant seeking political asylum and an ambitious American woman start to build their life together in New York. When a crisis strikes, they are forced to navigate its impact on their relationship.",6.5, (28,"https://m.media-amazon.com/images/M/MV5BODQwZDgyMmMtMWQ5Mi00NTkzLTk1YjYtMGFhMmZkYjNhNjM5XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 48m,2024.0,In the throes of a new love an iraqi immigrant seeking political asylum and an ambitious american woman start to build their life together in new york when a crisis strikes they are forced to navigate its impact on their relationship
Skincare,"Famed aesthetician Hope Goldman's skincare business faces sabotage when rival Angel Vergara opens a boutique across the street. Aided by friend Jordan, Hope seeks to uncover who's trying to ruin her reputation.",5.7, (5.9K,"https://m.media-amazon.com/images/M/MV5BYTJkMjJiOGEtMWM5MS00NjhiLTllZmUtNTRlMWU1NDk5N2E4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 36m,2024.0,Famed aesthetician hope goldmans skincare business faces sabotage when rival angel vergara opens a boutique across the street aided by friend jordan hope seeks to uncover whos trying to ruin her reputation
Group Therapy,"A witty exploration of mental health challenges through relatable conversations, striking a balance between depth and levity.",6.7, (234,"https://m.media-amazon.com/images/M/MV5BOTQ0NGNhYTYtODM5MS00ZTY0LWI0ZWEtNTZkMGEzMDJlOWJmXkEyXkFqcGc@._V1_QL75_UY133_CR22,0,90,133_.jpg",1h 26m,2024.0,A witty exploration of mental health challenges through relatable conversations striking a balance between depth and levity
Upstream,"Gao Zhilei's impulsive decision to become a stay-at-home husband leads to unforeseen challenges. As life takes a reverse turn, he's forced to face responsibilities as the family's breadwinner, ultimately finding himself and starting anew.",7.1, (1.5K,"https://m.media-amazon.com/images/M/MV5BZjNjNmZiZTYtMmQwNi00ODRjLWI5NzEtODFhNGJmOGQxNDUwXkEyXkFqcGc@._V1_QL75_UX90_CR0,5,90,133_.jpg",2h 1m,2024.0,Gao zhileis impulsive decision to become a stayathome husband leads to unforeseen challenges as life takes a reverse turn hes forced to face responsibilities as the familys breadwinner ultimately finding himself and starting anew
Ghost Trail,"Hamid joins a secret group tracking Syrian war criminals on the run. His mission takes him to Strasbourg, pursuing his former torturer for a fateful confrontation.",6.6, (1.2K,"https://m.media-amazon.com/images/M/MV5BOTA1OGMxMWItM2IyZS00MDNkLWE4ZjgtY2IxN2IzNGVhMGQ1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 46m,2024.0,Hamid joins a secret group tracking syrian war criminals on the run his mission takes him to strasbourg pursuing his former torturer for a fateful confrontation
I Am Nevenka,"Centers on true happenings of Nevenka Fernández, a young woman in 1990s Spain who courageously reported sexual harassment by her employer. Her tenacity pioneered the fight against workplace misconduct in her country.",7.0, (1.5K,"https://m.media-amazon.com/images/M/MV5BYTYyNzdjMTktNmY0Zi00ZWFkLWFlZTEtMjY4YzFlNzAyMGJjXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 52m,2024.0,Centers on true happenings of nevenka fernndez a young woman in s spain who courageously reported sexual harassment by her employer her tenacity pioneered the fight against workplace misconduct in her country
Oak,"A group of teenagers touch a cursed tree in their neighborhood which they thought was only a legend, turns out the curse and what comes after you is very real.",4.8, (85,"https://m.media-amazon.com/images/M/MV5BNjNhNDg2MzAtMmI5YS00OTQ2LWFlMDItZmY3NzUyOTU0YTU2XkEyXkFqcGc@._V1_QL75_UY133_CR10,0,90,133_.jpg",,2024.0,A group of teenagers touch a cursed tree in their neighborhood which they thought was only a legend turns out the curse and what comes after you is very real
I Don't Understand You,"Stranded in rural Italy without transportation or language skills, an American couple on the verge of adopting tries to reconnect during a disastrous vacation, as their fears and relationship problems threaten to boil over.",5.4, (2.2K,"https://m.media-amazon.com/images/M/MV5BYTZkZTNmMzUtM2FiYy00YjEyLWFiMDktOWVhOWVmZGZmNDkwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 37m,2024.0,Stranded in rural italy without transportation or language skills an american couple on the verge of adopting tries to reconnect during a disastrous vacation as their fears and relationship problems threaten to boil over
Un/Happy for You,"Chef Juancho reunites with ex-girlfriend Zy, visiting hometown. Initially seeking revenge against her engagement, he unexpectedly redevelops feelings.",5.8, (471,"https://m.media-amazon.com/images/M/MV5BMGFjYjk4M2ItYjVjNS00NjExLTg1YzUtNzc1ZDE2ZmQ5YzI0XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 50m,2024.0,Chef juancho reunites with exgirlfriend zy visiting hometown initially seeking revenge against her engagement he unexpectedly redevelops feelings
Kifn,"Teenage Peri's arranged marriage faces troubles. To resolve issues, she revisits family archives from when relatives recorded memories in 2000s Sulaimani after her mother's early death.",5.9, (903,"https://m.media-amazon.com/images/M/MV5BY2EwZWJlNTAtNTEyNy00MTUxLWI2YmYtMzhkYWNiZTk0NjFmXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 43m,2024.0,Teenage peris arranged marriage faces troubles to resolve issues she revisits family archives from when relatives recorded memories in s sulaimani after her mothers early death
Devil,"Hema married to Alex meets Arun in accident, bond grows. Will Proximity causes strain on Hema's relationship with Alex.",4.5, (1.6K,"https://m.media-amazon.com/images/M/MV5BYzQ1OWQ2NmEtZTQ5OC00ZTQ4LWFmOTUtNThkOTI5NjhjNGYxXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 58m,2024.0,Hema married to alex meets arun in accident bond grows will proximity causes strain on hemas relationship with alex
God & Country,"Looks at the implications of Christian Nationalism and how it distorts not only the constitutional republic, but Christianity itself.",6.4, (1.3K,"https://m.media-amazon.com/images/M/MV5BNTA4YzNjNjctYmE0Yi00N2RhLWIwZGItMzUwMDk0ODVhZmI4XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",1h 30m,2024.0,Looks at the implications of christian nationalism and how it distorts not only the constitutional republic but christianity itself
Marcello Mio,"Chiara is an actress and daughter of Marcello Mastroianni and Catherine Deneuve. One summer, she decides to live like her father. She dresses, speaks, and breathes like him with such conviction that others start calling her ""Marcello"".",5.8, (1.1K,"https://m.media-amazon.com/images/M/MV5BNzE4MDU5NGYtNWUwNy00NDY2LWE5ZDQtOGEwYzMwYjUzYjUzXkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",2h,2024.0,Chiara is an actress and daughter of marcello mastroianni and catherine deneuve one summer she decides to live like her father she dresses speaks and breathes like him with such conviction that others start calling her marcello
Por,"Journey that delves deep into the complexities of friendship. Set against the backdrop of a vibrant college festival, the movie explores the intricate dynamics between two friends whose paths diverge and ignite a fierce competition.",5.0, (654,"https://m.media-amazon.com/images/M/MV5BMjU5YzBkNDEtZDZlMi00YjE3LWI5MTktYzU3YjVmOWFkMGMwXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 34m,2024.0,Journey that delves deep into the complexities of friendship set against the backdrop of a vibrant college festival the movie explores the intricate dynamics between two friends whose paths diverge and ignite a fierce competition
